"partid","item","sentence","construct","classification","IO","counter","group","Value","zscores"
"63a9e5cb1dd0a02fffe7b8b4","33","Maria yelled some directions to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","105","Juan showed a picture to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","165","Linda flung a man an apple.","DOsentence","alternating","shortIndefinite",2,"C",77,0.620433245670967
"63a9e5cb1dd0a02fffe7b8b4","101","Juan took a woman a gift.","DOsentence","alternating","shortIndefinite",2,"C",71,0.450684067648815
"63a9e5cb1dd0a02fffe7b8b4","137","Linda slid a note to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","57","Michael roared an order to a woman who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",97,1.18626383907814
"63a9e5cb1dd0a02fffe7b8b4","13","Alice addressed a woman a message.","DOsentence","non-alternating","shortIndefinite",2,"C",28,-0.765851708176611
"63a9e5cb1dd0a02fffe7b8b4","41","John distributed some books to a team from work.","PDsentence","non-alternating","longIndefinite",2,"C",75,0.56385018633025
"63a9e5cb1dd0a02fffe7b8b4","125","Bob promised a woman who was wearing a hat a chance.","DOsentence","alternating","longIndefinite",2,"C",66,0.309226419297021
"63a9e5cb1dd0a02fffe7b8b4","85","Linda delegated a woman who was from work a task.","DOsentence","non-alternating","longIndefinite",2,"C",81,0.733599364352402
"63a9e5cb1dd0a02fffe7b8b4","17","Maria announced some new results to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","53","Bob articulated a woman from work a rule.","DOsentence","non-alternating","longIndefinite",2,"C",62,0.196060300615586
"63a9e5cb1dd0a02fffe7b8b4","141","Alice guaranteed a man wearing a hat a spot.","DOsentence","alternating","longIndefinite",2,"C",81,0.733599364352402
"63a9e5cb1dd0a02fffe7b8b4","109","John paid a man wearing a hat a compliment.","DOsentence","alternating","longIndefinite",2,"C",85,0.846765483033837
"63a9e5cb1dd0a02fffe7b8b4","45","Bob administered a woman an antidote.","DOsentence","non-alternating","shortIndefinite",2,"C",77,0.620433245670967
"63a9e5cb1dd0a02fffe7b8b4","65","Michael moaned a plea to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",70,0.422392537978456
"63a9e5cb1dd0a02fffe7b8b4","5","Alice raised a man from work a bucket.","DOsentence","non-alternating","longIndefinite",2,"C",20,-0.992183945539481
"63a9e5cb1dd0a02fffe7b8b4","97","Maria remitted a percentage to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",64,0.252643359956303
"63a9e5cb1dd0a02fffe7b8b4","133","Michael quoted a woman a sentence.","DOsentence","alternating","shortIndefinite",2,"C",68,0.365809478637738
"63a9e5cb1dd0a02fffe7b8b4","157","Mary hauled a man who was wearing a hat a shipment.","DOsentence","alternating","longIndefinite",2,"C",34,-0.596102530154459
"63a9e5cb1dd0a02fffe7b8b4","29","Juan displayed a man a photograph.","DOsentence","non-alternating","shortIndefinite",2,"C",33,-0.624394059824817
"63a9e5cb1dd0a02fffe7b8b4","177","Michael telephoned some news to a man from work.","PDsentence","alternating","longIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","89","Juan bellowed an order to a man who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","121","John pushed a plate to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","61","Mary denounced a man a law.","DOsentence","non-alternating","shortIndefinite",2,"C",10,-1.27509924224307
"63a9e5cb1dd0a02fffe7b8b4","73","Alice howled a complaint to a woman from work.","PDsentence","non-alternating","longIndefinite",2,"C",68,0.365809478637738
"63a9e5cb1dd0a02fffe7b8b4","189","Linda bused a team from work some instruments.","DOsentence","alternating","longIndefinite",2,"C",15,-1.13364159389127
"63a9e5cb1dd0a02fffe7b8b4","37","John restored a woman who was wearing a hat some money.","DOsentence","non-alternating","longIndefinite",2,"C",20,-0.992183945539481
"63a9e5cb1dd0a02fffe7b8b4","77","Maria narrated a man a show.","DOsentence","non-alternating","shortIndefinite",2,"C",8,-1.33168230158379
"63a9e5cb1dd0a02fffe7b8b4","169","Maria repaid some money to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","161","Mary mailed a note to a woman from work.","PDsentence","alternating","longIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","153","Linda snuck a cookie to a woman.","PDsentence","alternating","shortIndefinite",2,"C",98,1.2145553687485
"63a9e5cb1dd0a02fffe7b8b4","117","Maria taught a woman a concept.","DOsentence","alternating","shortIndefinite",2,"C",99,1.24284689841886
"63a9e5cb1dd0a02fffe7b8b4","129","Alice granted another chance to a woman wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",79,0.677016305011685
"63a9e5cb1dd0a02fffe7b8b4","93","Bob croaked a woman a request.","DOsentence","non-alternating","shortIndefinite",2,"C",34,-0.596102530154459
"63a9e5cb1dd0a02fffe7b8b4","173","John hurled a woman from work a ball.","DOsentence","alternating","longIndefinite",2,"C",52,-0.0868549960880013
"63a9e5cb1dd0a02fffe7b8b4","197","Bob cabled a man some directions.","DOsentence","alternating","shortIndefinite",2,"C",19,-1.02047547520984
"579983292fc0d400012c8937","109","John paid a man wearing a hat a compliment.","DOsentence","alternating","longIndefinite",2,"C",86,0.980363315668111
"579983292fc0d400012c8937","49","Michael blabbed some information to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",75,0.71740314809071
"579983292fc0d400012c8937","13","Alice addressed a woman a message.","DOsentence","non-alternating","shortIndefinite",2,"C",6,-0.932074266712988
"579983292fc0d400012c8937","97","Maria remitted a percentage to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",0,-1.07550708539157
"579983292fc0d400012c8937","25","Michael repeated some words to a man wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","81","Alice hollered some news to a woman.","PDsentence","non-alternating","shortIndefinite",2,"C",88,1.02817425522764
"579983292fc0d400012c8937","193","Maria punted a ball to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",94,1.17160707390622
"579983292fc0d400012c8937","157","Mary hauled a man who was wearing a hat a shipment.","DOsentence","alternating","longIndefinite",2,"C",43,-0.0475718848617299
"579983292fc0d400012c8937","113","Linda sold some coffee to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",37,-0.191004703540312
"579983292fc0d400012c8937","161","Mary mailed a note to a woman from work.","PDsentence","alternating","longIndefinite",2,"C",82,0.884741436549056
"579983292fc0d400012c8937","185","Michael ceded a case to a man.","PDsentence","alternating","shortIndefinite",2,"C",35,-0.23881564309984
"579983292fc0d400012c8937","29","Juan displayed a man a photograph.","DOsentence","non-alternating","shortIndefinite",2,"C",11,-0.81254691781417
"579983292fc0d400012c8937","85","Linda delegated a woman who was from work a task.","DOsentence","non-alternating","longIndefinite",2,"C",53,0.191482812935908
"579983292fc0d400012c8937","125","Bob promised a woman who was wearing a hat a chance.","DOsentence","alternating","longIndefinite",2,"C",56,0.263199222275199
"579983292fc0d400012c8937","41","John distributed some books to a team from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","189","Linda bused a team from work some instruments.","DOsentence","alternating","longIndefinite",2,"C",71,0.621781268971655
"579983292fc0d400012c8937","21","Michael contributed a woman who was from work some food.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.07550708539157
"579983292fc0d400012c8937","129","Alice granted another chance to a woman wearing a hat.","PDsentence","alternating","longIndefinite",2,"C",54,0.215388282715671
"579983292fc0d400012c8937","197","Bob cabled a man some directions.","DOsentence","alternating","shortIndefinite",2,"C",0,-1.07550708539157
"579983292fc0d400012c8937","61","Mary denounced a man a law.","DOsentence","non-alternating","shortIndefinite",2,"C",0,-1.07550708539157
"579983292fc0d400012c8937","145","Maria pitched a proposal to a woman who was from work.","PDsentence","alternating","longIndefinite",2,"C",98,1.26722895302528
"579983292fc0d400012c8937","153","Linda snuck a cookie to a woman.","PDsentence","alternating","shortIndefinite",2,"C",96,1.21941801346575
"579983292fc0d400012c8937","77","Maria narrated a man a show.","DOsentence","non-alternating","shortIndefinite",2,"C",23,-0.525681280457005
"579983292fc0d400012c8937","53","Bob articulated a woman from work a rule.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.07550708539157
"579983292fc0d400012c8937","37","John restored a woman who was wearing a hat some money.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.07550708539157
"579983292fc0d400012c8937","149","Bob slammed a woman a fastball.","DOsentence","alternating","shortIndefinite",2,"C",13,-0.764735978254642
"579983292fc0d400012c8937","89","Juan bellowed an order to a man who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","121","John pushed a plate to a woman.","PDsentence","alternating","shortIndefinite",2,"C",90,1.07598519478717
"579983292fc0d400012c8937","137","Linda slid a note to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","181","Bob slung a man a glance.","DOsentence","alternating","shortIndefinite",2,"C",6,-0.932074266712988
"579983292fc0d400012c8937","173","John hurled a woman from work a ball.","DOsentence","alternating","longIndefinite",2,"C",85,0.956457845888347
"579983292fc0d400012c8937","177","Michael telephoned some news to a man from work.","PDsentence","alternating","longIndefinite",2,"C",86,0.980363315668111
"579983292fc0d400012c8937","69","Maria mumbled a man from work some news.","DOsentence","non-alternating","longIndefinite",2,"C",15,-0.716925038695115
"579983292fc0d400012c8937","17","Maria announced some new results to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",70,0.597875799191891
"579983292fc0d400012c8937","1","Michael said a word to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",95,1.19551254368598
"579983292fc0d400012c8937","101","Juan took a woman a gift.","DOsentence","alternating","shortIndefinite",2,"C",9,-0.860357857373697
"579983292fc0d400012c8937","33","Maria yelled some directions to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","45","Bob administered a woman an antidote.","DOsentence","non-alternating","shortIndefinite",2,"C",88,1.02817425522764
"579983292fc0d400012c8937","5","Alice raised a man from work a bucket.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.07550708539157
"579983292fc0d400012c8937","165","Linda flung a man an apple.","DOsentence","alternating","shortIndefinite",2,"C",90,1.07598519478717
"579983292fc0d400012c8937","57","Michael roared an order to a woman who was from work.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","105","Juan showed a picture to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","65","Michael moaned a plea to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",25,-0.477870340897477
"579983292fc0d400012c8937","141","Alice guaranteed a man wearing a hat a spot.","DOsentence","alternating","longIndefinite",2,"C",71,0.621781268971655
"579983292fc0d400012c8937","73","Alice howled a complaint to a woman from work.","PDsentence","non-alternating","longIndefinite",2,"C",55,0.239293752495435
"579983292fc0d400012c8937","169","Maria repaid some money to a woman.","PDsentence","alternating","shortIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","133","Michael quoted a woman a sentence.","DOsentence","alternating","shortIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","117","Maria taught a woman a concept.","DOsentence","alternating","shortIndefinite",2,"C",99,1.29113442280504
"579983292fc0d400012c8937","93","Bob croaked a woman a request.","DOsentence","non-alternating","shortIndefinite",2,"C",38,-0.167099233760549
"579983292fc0d400012c8937","9","Mary stated an idea to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",80,0.836930496989528
"641a9e9fa6c98ff5f99948d2","61","Mary denounced a man a law.","DOsentence","non-alternating","shortIndefinite",2,"C",13,-0.920906400086556
"641a9e9fa6c98ff5f99948d2","65","Michael moaned a plea to a man.","PDsentence","non-alternating","shortIndefinite",2,"C",99,1.14154022510729
"641a9e9fa6c98ff5f99948d2","25","Michael repeated some words to a man wearing a hat.","PDsentence","non-alternating","longIndefinite",2,"C",99,1.14154022510729
"641a9e9fa6c98ff5f99948d2","85","Linda delegated a woman who was from work a task.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.23267158761586
"641a9e9fa6c98ff5f99948d2","109","John paid a man wearing a hat a compliment.","DOsentence","alternating","longIndefinite",2,"C",99,1.14154022510729
"641a9e9fa6c98ff5f99948d2","117","Maria taught a woman a concept.","DOsentence","alternating","shortIndefinite",2,"C",99,1.14154022510729
"641a9e9fa6c98ff5f99948d2","133","Michael quoted a woman a sentence.","DOsentence","alternating","shortIndefinite",2,"C",68,0.398100162537418
"641a9e9fa6c98ff5f99948d2","185","Michael ceded a case to a man.","PDsentence","alternating","shortIndefinite",2,"C",81,0.709865350066721
"641a9e9fa6c98ff5f99948d2","21","Michael contributed a woman who was from work some food.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.23267158761586
"641a9e9fa6c98ff5f99948d2","29","Juan displayed a man a photograph.","DOsentence","non-alternating","shortIndefinite",2,"C",61,0.230226600021639
"641a9e9fa6c98ff5f99948d2","53","Bob articulated a woman from work a rule.","DOsentence","non-alternating","longIndefinite",2,"C",0,-1.23267158761586
"641a9e9fa6c98ff5f99948d2","13","Alice addressed a woman a message.","DOsentence","non-alternating","shortIndefinite",2,"C",60,0.206244662519385
"641a9e9fa6c98ff5f99948d2","5","Alice raised a man from work a bucket.","DOsentence","non-alternating","longIndefinite",2,"C",12,-0.94488833758881
